<SIZE>56
<LANG>EN,IT
<STATE>Abruzzo,AB
Alba Adriatica,Alba Adriatica,42.8274,13.9141
Atessa,Atessa,42.0693,14.4511
Atri,Atri,42.5778,13.9848
Avezzano,Avezzano,42.0402,13.4388
Bellante,Bellante,42.7418,13.8102
Campli,Campli,42.7285,13.6923
Capistrello,Capistrello,41.9727,13.3991
Carsoli,Carsoli,42.0989,13.0849
Casalbordino,Casalbordino,42.1535,14.5991
Casoli,Casoli,42.1146,14.2902
Castel di Sangro,Castel di Sangro,41.7737,14.1035
Castellalto,Castellalto,42.678,13.8216
Castiglione Messer Marino,Castiglione Messer Marino,41.8689,14.4524
Celano,Celano,42.0855,13.5398
Cepagatti,Cepagatti,42.3649,14.0758
Chieti,Chieti,42.3609,14.138
Città Sant'Angelo,Città Sant'Angelo,42.5181,14.0592
Civitella del Tronto,Civitella del Tronto,42.7734,13.6723
Collecorvino,Collecorvino,42.4589,14.0152
Fossacesia,Fossacesia,42.2356,14.4796
Francavilla al Mare,Francavilla al Mare,42.4206,14.287
Giulianova,Giulianova,42.7611,13.9537
Guardiagrele,Guardiagrele,42.1954,14.2198
L'Aquila,L'Aquila,42.365,13.3935
Lanciano,Lanciano,42.2167,14.3882
Loreto Aprutino,Loreto Aprutino,42.4292,13.9809
Luco dei Marsi,Luco dei Marsi,41.957,13.4736
Manoppello,Manoppello,42.2576,14.06
Martinsicuro,Martinsicuro,42.8811,13.9145
Montereale,Montereale,42.5218,13.2476
Montesilvano,Montesilvano,42.5039,14.138
Montorio al Vomano,Montorio al Vomano,42.5831,13.6383
Mosciano Sant'Angelo,Mosciano Sant'Angelo,42.7468,13.8883
Notaresco,Notaresco,42.6541,13.8947
Ortona,Ortona,42.3496,14.4039
Penne,Penne,42.4538,13.9299
Pescara,Pescara,42.4602,14.2102
Pescasseroli,Pescasseroli,41.804,13.7889
Pianella,Pianella,42.4003,14.0499
Pineto,Pineto,42.6097,14.066
Popoli,Popoli,42.1699,13.8308
Prata d'Ansidonia,Prata d'Ansidonia,42.2779,13.6083
Pratola Peligna,Pratola Peligna,42.0983,13.8739
Roseto degli Abruzzi,Roseto degli Abruzzi,42.6663,14.0227
San Giovanni Teatino,San Giovanni Teatino,42.4091,14.201
San Salvo,San Salvo,42.0433,14.7272
Sant'Egidio alla Vibrata,Sant'Egidio alla Vibrata,42.821,13.7179
Sant'Omero,Sant'Omero,42.7912,13.7867
Silvi,Silvi,42.5456,14.122
Spoltore,Spoltore,42.4534,14.141
Sulmona,Sulmona,42.0479,13.9291
Tagliacozzo,Tagliacozzo,42.0693,13.2547
Teramo,Teramo,42.6649,13.7179
Tortoreto,Tortoreto,42.809,13.9116
Trasacco,Trasacco,41.9569,13.5345
Vasto,Vasto,42.1243,14.7059
