<SIZE>35
<LANG>EN,FR
<STATE>Picardie,PI
Abbeville,Abbeville,50.1,1.83333
Albert,Albert,50,2.65
Amiens,Amiens,49.9,2.3
Beauvais,Beauvais,49.4333,2.08333
Chantilly,Chantilly,49.2,2.46667
Chauny,Chauny,49.6167,3.21667
Château-Thierry,Château-Thierry,49.05,3.4
Clermont,Clermont,49.3833,2.4
Cohan,Cohan,49.2167,3.65
Compiègne,Compiègne,49.4179,2.82606
Courcelles-lès-Gisors,Courcelles-lès-Gisors,49.2667,1.75
Creil,Creil,49.2667,2.48333
Crépy-en-Valois,Crépy-en-Valois,49.2333,2.9
Doullens,Doullens,50.15,2.35
Grandvilliers,Grandvilliers,49.6667,1.93333
Guignicourt,Guignicourt,49.4333,3.96667
Guise,Guise,49.9,3.63333
Hirson,Hirson,49.9167,4.08333
Laon,Laon,49.5667,3.61667
Mers-les-Bains,Mers-les-Bains,50.0667,1.38333
Montataire,Montataire,49.2667,2.43333
Montcornet,Montcornet,49.6833,4.01667
Montdidier,Montdidier,49.65,2.56667
Méru,Méru,49.2333,2.13333
Nogent-sur-Oise,Nogent-sur-Oise,49.2667,2.46667
Noyon,Noyon,49.5833,3
Pont-Sainte-Maxence,Pont-Sainte-Maxence,49.3,2.6
Quend,Quend,50.3167,1.63333
Saint-Christ-Briost,Saint-Christ-Briost,49.8333,2.91667
Saint-Quentin,Saint-Quentin,49.85,3.28333
Senarpont,Senarpont,49.8833,1.71667
Senlis,Senlis,49.2,2.58333
Soissons,Soissons,49.3667,3.33333
Tergnier,Tergnier,49.65,3.3
Villers-Cotterêts,Villers-Cotterêts,49.2531,3.09003
