<SIZE>144
<LANG>EN,FR,DE
<STATE>Luxembourg,LL
Abweiler,Abweiler,Abweiler,49.5,6.1
Alzingen,Alzingen,Alzingen,49.6,6.2
Angelsberg,Angelsberg,Angelsberg,49.8,6.2
Ansembourg,Ansembourg,Ansembourg,49.7,6
Aspelt,Aspelt,Aspelt,49.5,6.2
Bascharage,Bascharage,Bascharage,49.6,5.9
Belvaux,Belvaux,Belvaux,49.5,5.9
Berchem,Berchem,Berchem,49.5,6.1
Bergem,Bergem,Bergem,49.5,6
Beringen,Beringen,Beringen,49.8,6.1
Bertrange,Bertrange,Bertrange,49.6,6.1
Bettange-sur-Mess,Bettange-sur-Mess,Bettange-sur-Mess,49.6,6
Bettembourg,Bettembourg,Bettembourg,49.5,6.1
Bissen,Bissen,Bissen,49.8,6.1
Bivange,Bivange,Bivange,49.5,6.1
Blaschette,Blaschette,Blaschette,49.7,6.2
Boevange-sur-Attert,Boevange-sur-Attert,Boevange-sur-Attert,49.8,6
Bofferdange,Bofferdange,Bofferdange,49.7,6.1
Bour,Bour,Bour,49.7,6
Bridel,Bridel,Bridel,49.7,6.1
Brouch,Brouch,Brouch,49.7,6
Buschdorf,Buschdorf,Buschdorf,49.8,6
Béreldange,Béreldange,Béreldange,49.7,6.1
Capellen,Capellen,Capellen,49.6,6
Clemency,Clemency,Clemency,49.6,5.9
Colmar,Colmar,Colmar,49.8,6.1
Contern,Contern,Contern,49.6,6.2
Crauthem,Crauthem,Crauthem,49.5,6.1
Cruchten,Cruchten,Cruchten,49.8,6.1
Dahlem,Dahlem,Dahlem,49.6,5.9
Differdange,Differdange,Differdange,49.5,5.9
Dippach,Dippach,Dippach,49.6,6
Dudelange,Dudelange,Dudelange,49.5,6.1
Ehlange,Ehlange,Ehlange,49.5,6
Ehlerange,Ehlerange,Ehlerange,49.5,6
Eischen,Eischen,Eischen,49.7,5.9
Ernster,Ernster,Ernster,49.7,6.2
Ernzen,Ernzen,Ernzen,49.8,6.2
Esch-sur-Alzette,Esch-sur-Alzette,Esch-sur-Alzette,49.5,6
Essingen,Essingen,Essingen,49.8,6.1
Fennange,Fennange,Fennange,49.5,6.1
Fentange,Fentange,Fentange,49.6,6.2
Findel,Findel,Findel,49.6,6.2
Fingig,Fingig,Fingig,49.6,5.9
Fischbach,Fischbach,Fischbach,49.7,6.2
Foetz,Foetz,Foetz,49.5,6
Frisange,Frisange,Frisange,49.5,6.2
Garnich,Garnich,Garnich,49.6,6
Goeblange,Goeblange,Goeblange,49.7,6
Goetzingen,Goetzingen,Goetzingen,49.7,6
Gosseldange,Gosseldange,Gosseldange,49.7,6.1
Grass,Grass,Grass,49.6,5.9
Greisch,Greisch,Greisch,49.7,6
Hagen,Hagen,Hagen,49.6,5.9
