<SIZE>22
<LANG>EN,ES
<STATE>Principality of Asturias,O
Avilés,Avilés,43.5569,-5.92472
Cangas de Onis,Cangas de Onís,43.35,-5.11667
Cangas del Narcea,Cangas del Narcea,43.1833,-6.55
Castrillón,Castrillón,43.3833,-6.78333
Gijón,Gijón,43.5411,-5.66444
Grado,Grado,43.3833,-6.06667
Llanera,Llanera,43.4667,-5.93333
Llanes,Llanes,43.4198,-4.75485
Luanco,Luanco,43.6175,-5.79389
Lugones,Lugones,43.4,-5.8
Mieres,Mieres,43.25,-5.76667
Oviedo,Oviedo,43.3667,-5.83333
Pola de Laviana,Laviana,43.25,-5.56667
Pola de Lena,Pola de Lena,43.1667,-5.81667
Pola de Siero,Pola de Siero,43.3833,-5.66667
Pola de Somiedo,Pola de Somiedo,43.1,-6.25
Río Aller,Río Aller,43.05,-5.55
Langreo,Langreo,43.2957,-5.68416
San Antolín,San Antolín,43.0333,-6.86667
Taramundi,Taramundi,43.35,-7.1
Tineo,Tineo,43.3333,-6.41667
Villaviciosa,Villaviciosa,43.4833,-5.43333
